Mean_time	Mean_qlow	Mean_qup	Priors
t_n984	1220.267	945.98	1503.49	0
t_n985	935.525	687.11	1208.2	0
t_n986	630.749	411	882.59	0
t_n987	733.827	451.92	1101.84	0
t_n988	1968.319	1697.3	2236.16	0
t_n989	1108.593	886.05	1366.19	0
t_n990	948.961	701.41	1217.84	0
t_n991	948.615	738.91	1193.86	0
t_n992	714.03	527.16	943.86	0
t_n993	428.545	262.83	640.46	0
t_n994	118.416	65.2	198.26	0
t_n995	2228.275	1953.71	2496.93	0
t_n996	1697.543	1298.89	2062.8	0
t_n997	1157.26	767.31	1564.22	0
t_n998	1590.092	1308.02	1890.5	0
t_n999	860.454	605.85	1167.13	0
t_n1000	369.615	215.76	587.99	0
t_n1001	1248.687	976.63	1540.27	0
t_n1002	893.339	627.49	1194.67	0
t_n1003	482.545	271.95	747.71	0
t_n1004	2451.192	2155.34	2726.19	0
t_n1005	2.95	0.34	8.37	0
t_n1006	1944.013	1556.09	2298.68	0
t_n1007	893.736	567.68	1289.05	0
t_n1008	2534.782	2183.53	2836.58	0
t_n1009	2298.098	1919.96	2630.01	0
t_n1010	1333.943	982.45	1748.09	0
t_n1011	748.815	521.79	1045.63	0
t_n1012	212.046	122.17	339.87	0
t_n1013	139.608	77.44	229.78	0
t_n1014	1589.091	1114.17	2094.33	0
t_n1015	660.751	390.04	1010.08	0
t_n1016	2223.329	1846.31	2597.59	0
t_n1017	1860.036	1493.45	2236.17	0
t_n1018	1346.218	1033.73	1701	0
t_n1019	1076.676	779.5	1413.49	0
t_n1020	359.368	209.9	583.42	0
t_n1021	2957.751	2708.46	3206.02	0
t_n1022	2501.93	2119.07	2848.68	0
t_n1023	2178.148	1805.31	2547.69	0
t_n1024	1497.577	1162.69	1884.82	0
t_n1025	1166.647	880.29	1501.56	0
t_n1026	662.141	405.5	969.58	0
t_n1027	747.646	491.67	1067.41	0
t_n1028	1919.576	1521.08	2311.1	0
t_n1029	1727.231	1309.8	2136.88	0
t_n1030	616.418	357.97	940.49	0
t_n1031	2148.892	1690.88	2557.21	0
t_n1032	2698.705	2436.07	2952.67	0
t_n1033	1771.864	1405.73	2157.95	0
t_n1034	1448.452	1121.05	1817.54	0
t_n1035	1169.799	864.79	1517.47	0
t_n1036	764.552	507.33	1092.01	0
t_n1037	2475.057	2208.45	2736.89	0
t_n1038_GOE	2010.628	1740.53	2279.32	U(2.315)
t_n1039	1728.777	1478.56	1992.3	0
t_n1040	1508.126	1279.1	1758.19	0
t_n1041	1125.666	936.01	1335.22	0
t_n1042	905.854	743.69	1085.99	0
t_n1043	782.834	636.25	949.16	0
t_n1044	686.201	546.7	845	0
t_n1045	547.873	417.82	694.2	0
t_n1046	382.759	271.61	521.71	0
t_n1047	251.943	156.99	373.09	0
t_n1048	988.251	700.98	1292.28	0
t_n1049	451.978	253.22	708.39	0
t_n1050	1117.323	713.32	1585.05	0
t_n1051	4268.054	3943.58	4484.48	0
t_n1052	4148.499	3839.72	4380.5	0
t_n1053	3971.007	3687.35	4208.69	0
t_n1054	3859.29	3589.3	4095.82	0
t_n1055	3722.871	3479.85	3952.51	0
t_n1056	3584.108	3368.56	3792.32	0
t_n1057	3364.633	3120	3598.78	0
t_n1058	3237.529	2989.25	3478.3	0
t_n1059	3121.426	2887.76	3363.29	0
t_n1060	3060.719	2830.07	3300.47	0
t_n1061	2973.248	2747.51	3210.39	0
t_n1062	2886.928	2664.11	3117.74	0
t_n1063	2790.221	2570.15	3016.3	0
t_n1064	2532.497	2316.78	2755.3	0
t_n1065	2307.3	2071.17	2540.9	0
t_n1066	1889.059	1674.16	2108.12	0
t_n1067	1700.69	1497.13	1904.67	0
t_n1068	1576.238	1381.46	1764.98	0
t_n1069_TG-CHROMATIACEAE	1485.146	1298.13	1665.77	B(1.631,4.520,0.025,1e-300)
t_n1070	1280.128	1106.52	1459.43	0
